name,price,change_24h,volume_24h,market_cap
Unipilot,0.131,0.0,13684.0,155946.0
Sakura,0.002921,-1.45,18484826.450636305,154834.0
Lepasa,0.02447,0.0,27.0,154091.0
DinoSwap,0.0009874,0.39,1360000.0,153505.0
FansTime,2.413e-05,-0.02,18484826.450636305,153197.0
Polkally,0.002442,0.0,13908.0,153446.0
CoFiX,0.01139,-0.32,130038.0,153337.0
DONASWAP,3.821e-06,0.27,18484826.450636305,152750.0
Alnassr FC fan token,0.000865,0.0,13310.0,153099.0
Trivians,0.0005934,20.22,15625.0,152714.0
APYSwap,0.008388,1.77,9254.0,152588.0
Golff,0.01521,0.64,18484826.450636305,152058.0
Ronin Gamez,1.849e-05,0.0,19480.0,151617.0
GrabCoinClub,0.0001095,2.5,18484826.450636305,151334.0
Gulden,0.0002682,0.0,1714.0,151191.0
SwiftCash,0.0005841,0.26,23921.0,151070.0
GoWithMi,5.537e-05,0.17,18484826.450636305,150801.0
StakerDAO,0.005914,0.0,18484826.450636305,150482.0
HOQU,0.0008891,0.0,1046.0,150394.0
Cryptomeda,0.0004073,2.33,18484826.450636305,149939.0
Color Platform,0.001091,0.0,215.0,149717.0
poundtoken,1.28,0.01,18484826.450636305,149489.0
Rapidz,8.062e-05,1.19,305.0,148962.0
Aavegotchi KEK,0.005594,-0.78,29864.0,147979.0
Apron Network,0.00158,3.86,18484826.450636305,147755.0
OWNDATA,1.456e-05,0.0,1749.0,148558.0
Fractal,0.009321,2.39,306.0,154681.0
Zoracles,27.15,21.46,1696.0,148308.0
TEN,0.001949,0.86,23.0,148317.0
RUSH COIN,9.267e-05,9.31,15856.0,146812.0
Argon,0.001471,0.54,18484826.450636305,146195.0
Blitz Labs,0.0006895,0.0,18484826.450636305,146470.0
Wrapped Basic CryptoKitties,2.23,0.0,18484826.450636305,146198.0
The Fire Token,1.65e-07,0.0,2584.0,145914.0
Mochi Market,0.003707,2.35,356.0,145728.0
IG Gold,1.646e-05,37.53,112285.0,145743.0
NeuroChain,0.0003034,0.0,18484826.450636305,145081.0
NFTX Hashmasks Index,814.1,0.0,18484826.450636305,144889.0
Celeum,0.02821,0.0,1168.0,144652.0
BOMB,0.1759,-6.75,18484826.450636305,143833.0
Metaverse NFT Index,0.361,0.0,138813.0,144027.0
Hedget,0.08185,-2.73,9258.0,143353.0
OnX Finance,0.01445,0.09,18484826.450636305,142774.0
APY.Finance,0.002141,0.0,22772.0,142314.0
Hashgard,1.416e-05,0.57,26338.0,141572.0
EasyFi,0.02213,1.96,21.0,141034.0
Dragon Crypto Argenti,0.004252,15.26,0.37,140699.0
Fortuna,0.0002932,0.0,4.0,140733.0
MotoGP Fan Token,0.006511,-18.53,456.0,140218.0
CNNS,7.723e-05,-2.69,23132.0,135860.0
Axis DeFi,0.06414,-8.48,18484826.450636305,133703.0
ChronoBase,0.3472,1.1,18484826.450636305,139071.0
EDC Blockchain,0.003,0.0,18484826.450636305,138100.0
PlayNity,0.001599,0.0,47844.0,138029.0
Catman,0.0001448,-0.61,0.012,137650.0
Zuki Moba,0.003684,-1.09,18484826.450636305,135659.0
Bodrumspor Fan Token,0.01082,0.0,58395.0,137729.0
hiBEANZ,0.0008306,-0.98,7921.0,137654.0
Value Liquidity,0.02823,1.12,18484826.450636305,137650.0
Relevant,0.01533,0.0,14835.0,137036.0
Governor DAO,0.04695,3.4,19146.0,136613.0
Alpaca City,0.01242,-0.66,36.0,135667.0
Pascal,0.003419,1.75,277.0,135316.0
Plasma Finance,0.001098,9.35,129627.0,135183.0
Nerd Bot,0.01022,-0.05,18484826.450636305,135288.0
Cyber Movie Chain,6.754e-06,0.0,18696.0,135071.0
Swop,0.03635,0.53,21531.0,134673.0
Nyzo,0.01133,-2.65,18484826.450636305,135035.0
NFTify,0.006525,0.0,18484826.450636305,132871.0
Rentberry,0.0004399,1.19,65.0,132614.0
Crypto Cavemen Club,0.02866,-0.34,18484826.450636305,132664.0
Phuture DeFi Index,95.23,0.0,18484826.450636305,132365.0
Spartans,0.0004409,0.0,18484826.450636305,132270.0
Shar Pei,0.0002638,0.0,8129.0,131870.0
Polinate,0.0008552,3.97,5896.0,131957.0
Element.Black,9.391e-05,-1.37,146956.0,130045.0
DeFiner,0.0007794,2.23,18484826.450636305,130936.0
StableXSwap,0.006609,0.0,11.0,131177.0
Mainston,0.0009942,0.62,18484826.450636305,185665.0
ART CAN DIE,0.05999,0.0,5513.0,131138.0
Crypto-AI-Robo.com,0.0001263,-22.67,31605.0,108463.0
KridaFans,0.006457,0.01,18484826.450636305,130828.0
Transient,0.0007903,0.0,17493.0,130842.0
Finxflo,0.001437,2.55,0.6333,129897.0
WOWswap,0.1307,-0.65,18484826.450636305,130712.0
X,4.003e-05,0.0,18484826.450636305,130542.0
OptiToken,0.003752,0.0,1519.0,130314.0
BlockBank,0.0006153,5.78,16840.0,130180.0
TosDis,1.73,0.29,206.0,129743.0
Impossible Finance,0.02162,1.39,381.0,129760.0
Aavegotchi FOMO,0.001171,-0.82,538.0,129165.0
Ritocoin,7.091e-05,-0.07,0.0002514,128746.0
Zenfuse,0.00209,65.53,3.0,135666.0
Genesis Shards,0.01069,-0.72,18484826.450636305,128649.0
Datamine FLUX,0.09984,0.0,18484826.450636305,128097.0
Mars,0.0002601,0.0,18484826.450636305,127983.0
Football Battle,0.06397,0.0,170642.0,127943.0
Realvirm,1.42,-0.05,18484826.450636305,127663.0
Wallet Swap,2.47e-08,0.0,434.0,127100.0
Burency,0.0006538,-54.46,19602.0,126757.0
Qbao,0.001918,4.61,5626.0,129341.0
Busy DAO,0.001018,-4.74,792.0,127205.0
Apricot Finance,0.0007669,-4.28,27803.0,126163.0
Defina Finance,0.001853,0.3,17760.0,125668.0
IHT Real Estate Protocol,0.0001265,2.95,18484826.450636305,125908.0
EDDASwap,25.16,0.0,88.0,125781.0
pSTAKE Staked DYDX,2.2,3.1,18484826.450636305,125951.0
PolkaDomain,0.03994,0.0,18484826.450636305,125294.0
Howdoo,0.0002571,0.0,80.0,125029.0
Solberg,0.01334,0.16,277434.0,124873.0
Curate,0.01455,-5.3,3.0,122661.0
Xion Finance,0.003095,74.78,18484826.450636305,124288.0
ATC Coin,0.0003028,0.0,18484826.450636305,124146.0
BITTO,0.03793,0.0,4.0,123238.0
SoMee.Social [OLD],0.003031,0.0,291.0,123059.0
Aavegotchi FUD,0.0004711,-0.56,18484826.450636305,122759.0
Finance.Vote,0.0005973,0.0,23534.0,122283.0
Trinity Network Credit,0.0002513,6.42,13992.0,122112.0
Demole,0.0003847,0.0,13757.0,121937.0
hiFLUF,0.0009431,-3.68,24726.0,121439.0
KickPad,0.002138,-0.02,72.0,121309.0
e-Money,0.006091,1.04,18484826.450636305,120369.0
MotaCoin,0.002127,-0.07,18484826.450636305,120736.0
Metaverse Dualchain Network Architecture,5.998e-06,0.0,4.0,120824.0
GeoDB,0.001457,1.46,3280.0,120408.0
SPACE-iZ,0.000713,10.49,550.0,120212.0
FUFU,0.0004889,-3.94,223.0,119717.0
Shibaverse,0.0001485,-0.98,18484826.450636305,119842.0
Teloscoin,0.0007091,-0.07,12624.0,118697.0
WaultSwap,1.579e-05,0.7,20781.0,118698.0
reBaked,0.001704,3.0,18484826.450636305,118951.0
Hiveterminal Token,0.000329,0.9,18484826.450636305,118339.0
VNX,0.00421,0.0,7316.0,118310.0
BlockCDN,0.0003397,-1.88,18484826.450636305,117692.0
Planet Inverse,0.003511,0.0,18484826.450636305,117387.0
CryptoTask,0.109,0.0,18484826.450636305,116764.0
Rune Shards,0.0006433,0.0,18484826.450636305,116640.0
JPG NFT Index,25.32,0.0,185.0,116575.0
Lympo Sport,0.003954,-1.66,4.0,115931.0
Davis Cup Fan Token,0.2105,-3.88,18484826.450636305,114977.0
Finminity,0.05758,0.0,11946.0,114949.0
Gunstar Metaverse,0.003679,10.47,18484826.450636305,115105.0
Actinium,0.002446,0.0,2.0,114850.0
Deutsche eMark,0.002127,49.89,18484826.450636305,114135.0
ALYATTES,0.01106,0.0,14341.0,114106.0
Spherium,0.005259,-2.32,160.0,114065.0
Hypr Network,0.001588,3.57,2722.0,114046.0
hiBAYC,0.0229,-2.64,252.0,113986.0
Neutra Finance,0.1457,0.91,18484826.450636305,113739.0
Tokenplace,0.0008813,0.0,104.0,113638.0
404 Bakery,0.001202,1.48,15687.0,113577.0
Project X,0.000663,-1.93,18484826.450636305,113195.0
GazeTV,0.00018,0.0,41620.0,112613.0
Ardana,0.002171,20.03,75301.0,101824.0
Zyberswap,0.02004,-17.08,18484826.450636305,112665.0
DragonBite,0.0004888,0.0,208.0,112089.0
Aavegotchi ALPHA,0.001476,-0.38,18484826.450636305,112002.0
Sessia,0.01233,0.0,190.0,111696.0
Omni Consumer Protocols,0.009394,0.1,565.0,111807.0
PymeDAO,0.0002049,17.66,18484826.450636305,99440.0
DeFi Bids,0.004792,0.0,18484826.450636305,110919.0
Shadows,0.004168,47.29,18484826.450636305,110461.0
MesChain,0.0001259,0.0,18484826.450636305,110179.0
MIBR Fan Token,0.0753,0.0,100.0,109309.0
DarkCrypto,0.00221,12.17,18484826.450636305,107796.0
Rogue West,0.002582,0.0,24159.0,107534.0
Lien,0.3027,1.09,50215.0,107412.0
Misbloc,0.0005387,-3.29,4598.0,107222.0
Vodra,0.0007482,1.46,14485.0,107097.0
ORAO Network,0.002727,0.73,555.0,107457.0
Elpis Battle,0.00481,-0.35,60277.0,106650.0
dFund,0.0003204,-0.17,32405.0,106513.0
Zeepin,0.000212,4.09,18484826.450636305,105982.0
Xiotri,23.89,0.0,44310000.0,105540.0
Infinity Angel,0.000126,-17.65,12580.0,106984.0
Fantom Maker,0.0002009,2.13,13740.0,103905.0
The Crypto Prophecies,0.0008861,-0.29,18484826.450636305,103482.0
InterValue,0.0008043,0.0,18484826.450636305,102869.0
hiMEEBITS,0.001402,0.0,18484826.450636305,102846.0
CYCLUB,7.818e-05,0.0,52893.0,102747.0
hiUNDEAD,0.0001346,0.37,473.0,102418.0
Shopping.io Token,0.001025,16.03,18484826.450636305,102328.0
Gençlerbirliği Fan Token,0.003363,0.0,33181.0,102015.0
AppCoins,0.0008717,1.8,18.0,101673.0
moonwolf.io,3.443e-07,3.45,18484826.450636305,101678.0
Wrapped CellMates,1075.08,0.0,18484826.450636305,101057.0
NuShares,1.722e-05,0.0,2.0,100932.0
Novara Calcio Fan Token,0.2336,-1.15,18484826.450636305,99313.0
CheesecakeSwap Token,0.01867,0.0,18484826.450636305,98955.0
ANON,0.01301,0.0,18484826.450636305,98762.0
ARTX Trading,0.03781,0.0,18484826.450636305,98208.0
DePocket,0.02093,0.0,3.0,98004.0
SIRIN LABS Token,0.0001833,-0.31,18484826.450636305,97639.0
Artfinity,0.0007804,0.0,18484826.450636305,97312.0
Unicly Doki Doki Collection,9.704e-05,0.0,273.0,97042.0
ACoconut,0.03627,-6.97,90.0,96538.0
Snowball,0.01754,2.2,18484826.450636305,96364.0
BBSCoin,9.468e-07,0.0,18484826.450636305,96178.0
ImageCoin,0.007002,0.0,104.0,95954.0
Vox.Finance,0.7371,0.0,29698.0,95446.0
Pawtocol,0.0003687,0.2,18484826.450636305,95109.0
Felixo Coin,0.000633,0.0,18484826.450636305,94950.0
hiGAZERS,0.009495,0.0,18484826.450636305,94898.0
Catex Token,0.0001236,0.0,17620.0,94481.0
Akropolis Delphi,0.005055,-0.05,18484826.450636305,94442.0
XcelToken Plus,2.095e-06,-1.17,27330.0,94289.0
Blocksport,0.0009989,0.37,18484826.450636305,93505.0
SeedOn,0.0003713,0.0,18484826.450636305,93495.0
EternalFlow,2.448e-10,0.0,117901.0,93481.0
Lost Worlds,0.006632,2.64,1340000.0,93103.0
Sator,0.001691,-8.27,18484826.450636305,92857.0
Ravendex,0.000128,0.0,18484826.450636305,92620.0
Playgroundz,0.003243,0.0,155399.0,92582.0
hiFRIENDS,0.0005143,5.3,65653.0,91540.0
DinoX,0.002693,-5.71,0.1913,91587.0
ZENZO,0.003115,-12.31,13818.0,92402.0
DeHive,0.02297,3.63,148264.0,92314.0
hiMOONBIRDS,0.00201,-4.96,1530.0,92442.0
NerveFlux,0.002103,-3.18,13201.0,92724.0
ShopNEXT,0.006606,-4.59,18484826.450636305,91958.0
LUXCoin,0.006795,0.0,28.0,91662.0
KuSwap,0.007133,-0.46,18484826.450636305,91557.0
LiteDoge,5.57e-06,-5.2,18484826.450636305,91476.0
RING X PLATFORM,0.0002914,0.0,8530.0,91274.0
Energo,0.0001564,4.55,13366.0,91039.0
Creaticles,0.001163,0.08,18484826.450636305,90802.0
hiCLONEX,0.001788,0.0,60966.0,90656.0
Sypool,0.001384,1.15,21458.0,90480.0
WagyuSwap,0.001671,-6.33,18484826.450636305,90492.0
Zebi Token,0.000181,0.0,15.0,90490.0
FYDcoin,0.0001418,-42.89,309.0,90054.0
PRCY Coin,0.006201,-7.47,18484826.450636305,89715.0
Primas,0.001738,8.74,131023.0,89005.0
Starfish Finance,0.0006701,1.51,18484826.450636305,89832.0
STK,0.0002563,0.0,18484826.450636305,88168.0
RaceX,0.0001185,0.0,18484826.450636305,87914.0
Rogue Doge,1.067e-12,0.0,24500.0,87892.0
Remme,9.283e-05,0.02,18484826.450636305,87641.0
Zeptacoin,0.01145,0.0,6.0,87686.0
Flashstake,0.001138,-0.1,18484826.450636305,87503.0
Cardence.io,0.002801,0.0,18484826.450636305,87100.0
ArGo,0.009736,0.0,28.0,86610.0
ADAX,0.001652,10.14,58.0,86605.0
Bunicorn,0.003082,0.53,18484826.450636305,86450.0
ZION,0.009072,0.0,18484826.450636305,86335.0
Swap,0.004963,-0.07,18484826.450636305,85828.0
CUE Protocol,11.27,0.0,7.0,85846.0
Stride Staked Evmos,0.06932,1.93,61.0,84992.0
Heavenland,0.001568,-1.35,54.0,85660.0
Dogira,0.0001161,-13.32,18484826.450636305,85526.0
INFAM,0.04996,0.0,18484826.450636305,84619.0
Orient Walt,0.0009082,0.0,18484826.450636305,84411.0
Asian Fintech,0.001014,0.03,1461.0,84320.0
SifChain,5.001e-06,-16.67,221092.0,84120.0
Rune,6.19,-0.91,13699.0,83609.0
Hashtagger.com,0.04218,0.05,33362.0,83780.0
Sora Validator Token,0.2072,-6.16,18484826.450636305,84525.0
Silver Stonks,1.118e-07,0.0,23078.0,83580.0
Zodium,0.0002327,2.75,45.0,84244.0
Sable Finance,0.01601,0.15,24.0,82921.0
Plata Network,0.0002634,-0.7,18484826.450636305,82762.0
IQ.cash,0.006913,0.0,18484826.450636305,82700.0
BuyMainStreet,2.106e-10,0.0,18484826.450636305,82476.0
BitRewards,0.0002403,0.0,36338.0,82369.0
SKYPlay,0.0005232,3.8,18484826.450636305,82202.0
wave edu coin,0.0005772,0.0,124143.0,82245.0
Sportium,0.0004027,-5.43,18484826.450636305,81474.0
VeriCoin,0.002317,0.0,363.0,81359.0
Metaverse VR,0.002397,-1.45,145.0,80965.0
Shield Protocol,0.3303,7.98,21519.0,80753.0
Blockchain Cuties Universe Governance,0.05896,-1.76,18484826.450636305,81240.0
ODEM,0.000362,0.0,6.0,80336.0
CluCoin,2.7e-10,-0.01,18484826.450636305,80175.0
Hulk Inu,1.538e-08,0.0,42918.0,79707.0
hiODBS,0.001482,22.18,14077.0,79706.0
StepEx,0.000661,-0.7,12925.0,79323.0
Cyclos,0.006823,2.94,18484826.450636305,79366.0
BidiPass,0.0002045,1.82,18484826.450636305,79053.0
Euphoria,0.0602,0.0,18484826.450636305,79058.0
BitBall,0.00013,-0.01,18484826.450636305,78880.0
Shack Token,7.717e-05,0.0,18484826.450636305,78709.0
MoneySwap,5.199e-05,-5.99,0.003577,77989.0
Feeder.finance,0.0007737,1.55,24010.0,77368.0
Mithril Share,0.2155,0.01,3063.0,77379.0
HairyPlotterFTX,1.48e-05,-11.64,16.0,77120.0
Timechain Swap Token,0.02133,-1.17,18484826.450636305,77101.0
blocsport.one,0.0003024,0.0,18484826.450636305,76997.0
Musk Gold,0.002224,0.0,60570.0,76776.0
Shiba Saga,0.001425,-1.31,18484826.450636305,76864.0
Blockburn,3.858e-05,1.81,18484826.450636305,76305.0
DeVault,0.0001293,0.0,1392.0,75983.0
Alpha Token,0.00391,-40.22,15046.0,75901.0
Cryptopolis,0.0008495,-3.82,18484826.450636305,75535.0
KuramaInu,9.37e-14,0.0,51.0,75829.0
OOGI,7.869e-06,-14.05,18484826.450636305,74103.0
concertVR-Token,0.001783,0.0,106565.0,75732.0
Phoenix Token,0.002299,-0.68,18484826.450636305,75780.0
Asch,0.00081,0.0,18484826.450636305,75617.0
BarterTrade,0.001108,0.0,50.0,75567.0
The Corgi of PolkaBridge,2.608e-09,0.62,20774.0,75543.0
Bounty0x,0.0004556,4.02,7425.0,75018.0
Mrweb Finance V2,0.001045,3.08,18484826.450636305,75364.0
Showcase,0.002975,0.0,24303.0,75258.0
CashCow,0.1555,-0.14,18484826.450636305,75183.0
RC Celta de Vigo Fan Token,0.003039,0.0,2613.0,75115.0
CryptoTanks,0.001533,-4.85,18484826.450636305,74529.0
Zero Exchange,0.0002,0.0,18484826.450636305,74983.0
MetaDoge,7.493e-11,-20.05,18484826.450636305,74933.0
WeOwn,0.0007514,0.0,18484826.450636305,74931.0
Meta,7.476e-08,0.0,2.0,74756.0
SeChain,4.388e-06,0.03,18484826.450636305,74738.0
Add.xyz,0.00899,0.0,18484826.450636305,74585.0
Duck DAO (DLP Duck Token),0.002372,178.92,19253.0,74283.0
Formation Fi,0.000932,6.45,18484826.450636305,74332.0
KamPay,0.0001815,7.1,18484826.450636305,74248.0
AnchorSwap,0.0003098,0.0,15.0,73695.0
Starter,0.07847,-5.08,18484826.450636305,73517.0
Yeti Finance,0.0004882,0.0,18484826.450636305,73473.0
FlokiBonk,7.337e-11,0.0,77975.0,73367.0
Pancake Bunny,0.1489,9.1,6085.0,75962.0
Infinity Skies,0.004725,1.36,23746.0,73319.0
Verso,0.0007894,0.38,67384.0,72927.0
TokenBot,0.0001237,4.13,18484826.450636305,72873.0
Shard,0.004254,-0.08,18484826.450636305,72749.0
Payfair,0.001845,0.0,18.0,72583.0
Comb Finance,0.6297,13.06,18484826.450636305,72551.0
SafeInsure,0.002907,-0.07,1414.0,72474.0
Wrapped PKT,0.001023,-16.16,18484826.450636305,72527.0
Plair,2.824e-06,0.0,18484826.450636305,72318.0
Hololoot,0.001436,0.0,86.0,72068.0
HappyFans,2.531e-06,-1.68,15.0,72288.0
Castweet,0.03994,-0.05,18484826.450636305,71657.0
Collateral Pay,0.01156,0.0,107701.0,71599.0
Supreme Finance,4.651e-05,10.19,85.0,69759.0
More Token,0.001046,-0.08,154798.0,71318.0
hiENS4,0.0005089,2.5,18484826.450636305,70991.0
Mimas,0.0005767,0.0,1158.0,70796.0
Stride Staked Somm,0.06738,1.12,983.0,70473.0
EVE Token,0.001757,76.96,18484826.450636305,70300.0
YetiCoin,7.919e-11,0.0,18484826.450636305,69869.0
MyRichFarm,0.000167,0.0,18484826.450636305,69735.0
2key.network,0.0008898,0.0,14481.0,69733.0
Berry Data,0.03484,-0.88,18484826.450636305,69682.0
PRIA,1.0,0.0,47.0,69634.0
GreenTrust,2.479e-09,-0.83,14411.0,69465.0
AdaSwap,1.085e-05,0.07,39267.0,68953.0
Yield Protocol,0.002009,7.09,18484826.450636305,68326.0
Safcoin,0.007002,0.0,18484826.450636305,68341.0
LuxFi,0.004821,0.0,18484826.450636305,67975.0
SmileyCoin,4.293e-06,0.0,18484826.450636305,67857.0
CROAT,0.0007253,0.0,123.0,67691.0
ArbiSmart,0.0004096,27.45,18484826.450636305,67486.0
Rublix,0.003237,-0.28,18102.0,67148.0
Gems ,9.676e-05,-1.74,18484826.450636305,66855.0
GoNetwork,0.0009276,0.0,18484826.450636305,66782.0
SophiaTX,0.0002013,0.0,18484826.450636305,66600.0
LunchMoney,0.0004585,0.0,18484826.450636305,66383.0
UGAS,0.0002351,-20.64,18484826.450636305,66347.0
ZumCoin,7.091e-05,4.89,18484826.450636305,70113.0
CPUchain,0.001116,0.0,18484826.450636305,66245.0
BitScreener Token,0.0007558,0.0,18484826.450636305,66190.0
Bitradio,0.006085,0.0,149.0,66108.0
Dot Dot Finance,0.000433,-1.2,18484826.450636305,65606.0
Wrapped Curio Ferrari F12tdf,0.1452,0.0,26338.0,65595.0
KAKA NFT World,0.0007732,-0.39,25.0,64955.0
Basis Share,0.1583,-4.88,18484826.450636305,64798.0
ONSTON,0.0005097,0.0,18484826.450636305,64750.0
Fireball,3.25,0.0,18484826.450636305,63952.0
aWSB,10.46,0.0,18484826.450636305,63914.0
Decentralized Machine Learning,0.000233,0.0,312627.0,63598.0
OneRing,0.009321,-2.11,167.0,63427.0
Waltonchain,0.000709,-91.84,76.0,63293.0
BeNFT Solutions,0.01099,-68.19,18484826.450636305,14836.0
UCA Coin,2.729e-05,0.0,165113.0,62985.0
hiSEALS,0.002003,10.66,18484826.450636305,60098.0
YENTEN,0.001489,-0.07,18484826.450636305,62468.0
Crypviser,0.005036,0.58,18484826.450636305,62356.0
0xcert,0.0001845,0.0,18484826.450636305,62168.0
TrumpCoin,0.009302,-2.5,18484826.450636305,61436.0
Statik,0.577,0.0,18484826.450636305,61907.0
SIMP Token,1.795e-07,0.0,487.0,61659.0
EveryCoin ,9.055e-06,20.6,53712.0,84939.0
ETHA Lend,0.006579,-0.89,18484826.450636305,61572.0
RCD Espanyol Fan Token,0.003366,0.0,32276.0,61034.0
MetaverseX,0.02202,1.87,18484826.450636305,60554.0
Kollect,0.0001464,0.0,171.0,60716.0
GMD Protocol,1.03,-56.68,61.0,60716.0
TheForce Trade,0.0007612,0.62,5041.0,61047.0
Ekta,0.001674,-1.98,18484826.450636305,58212.0
Fluffy Coin,0.0001001,0.0,18484826.450636305,60081.0
DinoExchange,0.008424,0.0,18484826.450636305,59603.0
USDX [Lighthouse],0.01578,0.0,18484826.450636305,59528.0
Tycoon,0.0007551,0.0,2.0,59513.0
Bolivarcoin,0.003049,-14.06,69.0,59349.0
FintruX Network,0.0007091,-0.28,59.0,59105.0
FantomStarter,0.0005711,2.71,18484826.450636305,59117.0
DecentBet,0.0003132,0.0,0.3299,59082.0
Bitcashpay (new),0.001036,10.89,18484826.450636305,59042.0
Penta,2.809e-06,0.0,18484826.450636305,59022.0
Noir,0.002836,-0.07,18484826.450636305,58883.0
All Sports,3.903e-05,0.0,559.0,58549.0
Spaceswap MILK2,0.007892,4.05,18484826.450636305,58220.0
Agrello,0.0007091,-0.07,7244.0,58151.0
hiOD,0.0005743,2.33,25.0,57698.0
MXGP Fan Token,0.00253,0.0,18484826.450636305,57911.0
Treasure Under Sea,2.152e-05,0.0,10.0,57666.0
LiquidApps,8.032e-05,-0.28,45242.0,57019.0
NASDEX,0.0501,-9.01,11880.0,56935.0
Mrweb Finance,5.698e-06,0.0,327.0,56960.0
StrongHands Finance,0.003898,-0.38,6.0,56559.0
SugarBounce,0.004029,-1.15,18484826.450636305,56526.0
Opacity,0.0007018,0.85,18484826.450636305,56463.0
Waterfall DeFi,0.000895,0.0,18484826.450636305,56121.0
ORO,0.004826,0.0,18484826.450636305,56354.0
Gravity,4.058e-05,0.0,22.0,56241.0
pSTAKE Staked STARS,0.01611,-2.47,593.0,56152.0
Rabbit Finance,0.0005278,3.23,18484826.450636305,56188.0
Alphacat,2.009e-05,0.0,12.0,56071.0
QiDao,0.0006676,1.39,18484826.450636305,55997.0
NevaCoin,0.01028,-0.07,480.0,55847.0
EtherGem,0.0007091,-9.16,18484826.450636305,50699.0
SOHOTRN,7.726e-05,0.0,18484826.450636305,55487.0
Singularity,0.0009414,0.0,18484826.450636305,55434.0
Orclands Metaverse,5.869e-05,0.0,274.0,55324.0
pTokens BTC,3877.42,1.55,234.0,55157.0
Boring Protocol,0.0005618,-0.62,18484826.450636305,54793.0
FC Sion Fan Token,0.003331,0.0,7203.0,54959.0
Lever Token,0.003619,1.81,18484826.450636305,53740.0
Edain,0.0016,-0.01,10021.0,54654.0
LIQ Protocol,0.001811,-1.51,69.0,54322.0
Cub Finance,0.002575,0.3,18484826.450636305,54428.0
Einsteinium,0.0002431,0.0,39.0,54361.0
Jade Currency,0.001008,0.51,18484826.450636305,54084.0
APEmove,0.0008589,0.0,18484826.450636305,53991.0
The Coop Network,0.0002531,0.01,18484826.450636305,53878.0
Atlantis Loans,0.04621,0.0,18484826.450636305,53677.0
KnoxFS (New),0.06465,0.0,18484826.450636305,53605.0
LHT,0.001072,0.0,18484826.450636305,53585.0
Elysian,0.0005468,0.0,18484826.450636305,53566.0
Promodio,9.807e-05,0.0,18484826.450636305,53526.0
hiRENGA,0.0001879,0.0,57.0,53515.0
9D NFT,0.0008645,-0.09,561.0,53240.0
Battle Saga,0.001345,-9.8,1785.0,52817.0
Pera Finance,0.0005096,-2.99,18484826.450636305,50600.0
Bitindi Chain,0.001499,0.0,18484826.450636305,52454.0
Arata,0.05242,0.0,18484826.450636305,52417.0
Fantasy Sports,0.009439,0.0,18484826.450636305,52243.0
BiTToken,0.005349,-0.14,18484826.450636305,51879.0
Turkish Basketball Federation Fan Token,0.005278,0.0,18484826.450636305,51683.0
KingSpeed,0.001043,0.0,18484826.450636305,51653.0
MoonTools,1.88,0.0,18484826.450636305,51591.0
Coinracer,0.0005152,0.0,18484826.450636305,51282.0
CafeSwap Token,0.001729,0.0,18484826.450636305,50912.0
DefiCliq,0.0007348,0.0,365.0,50619.0
SolChicks Token,7.865e-05,-1.44,18484826.450636305,50269.0
Natmin Pure Escrow,0.0003127,0.0,550.0,50522.0
BillionHappiness,1.01,0.8,18484826.450636305,50375.0
Hodl Finance,3.875e-07,0.0,18484826.450636305,50012.0
PARETO Rewards,0.000105,0.0,18484826.450636305,49949.0
Elamachain,4.999e-05,0.0,18484826.450636305,49914.0
HedgePay,0.0004114,0.0,32.0,49540.0
Flixxo,0.0005869,-0.28,18484826.450636305,49490.0
PalGold,0.002,-0.01,3762.0,49411.0
Citadel.one,0.005479,3.46,18484826.450636305,49293.0
NFX Coin,0.00053,0.0,6637.0,48761.0
Shackleford,0.05142,0.0,18484826.450636305,48739.0
Adanaspor Fan Token,0.002955,0.0,73.0,48648.0
JOOPS,6.554e-06,-0.14,41.0,48645.0
Arable Protocol,0.0002579,1.54,18484826.450636305,48639.0
Aitra,0.007367,0.0,18484826.450636305,48612.0
Zero Utility Token,50.02,0.0,18484826.450636305,48456.0
TryHards,0.0002869,2.09,18484826.450636305,48432.0
hiVALHALLA,0.0001503,0.0,18484826.450636305,48393.0
MultiCoinCasino,0.01006,-0.01,18484826.450636305,48373.0
Fatih Karagümrük SK Fan Token,0.001467,0.0,18484826.450636305,48290.0
